classes/Http/Router.php,router,introduced minimal GET/POST dispatcher table
classes/Http/MiddlewarePipeline.php,pipeline,stacked middlewares with per-route authz hook
classes/Http/Middlewares/SecurityHeaders.php,mw,added default security response headers
classes/Http/Middlewares/CsrfGate.php,mw,verified POST CSRF tokens
classes/Http/Middlewares/RateLimitPost.php,mw,rate limited POST endpoints per IP/path
classes/Http/Middlewares/JsonOut.php,mw,json-encode array responses
classes/Http/Middlewares/AuthZGate.php,mw,route-aware authorization guard
classes/Http/Handlers/HomeHandler.php,handler,routed homepage through legacy script
classes/Http/Handlers/PublicSite/CoinsHandler.php,handler,delegated coins stub via router
classes/Http/Handlers/PublicSite/CreditsHandler.php,handler,delegated credits stub via router
classes/Http/Handlers/PublicSite/FriendsHandler.php,handler,delegated friends stub via router
classes/Http/Handlers/PublicSite/GiftHandler.php,handler,delegated gift stub via router
classes/Http/Handlers/PublicSite/InviteHandler.php,handler,delegated invite stub via router
classes/Http/Handlers/PublicSite/MessagesHandler.php,handler,delegated messages stub via router
classes/Http/Handlers/PublicSite/ReputationHandler.php,handler,delegated reputation stub via router
classes/Http/Handlers/Admin/NamechangerHandler.php,handler,routed admin namechanger stub
classes/Http/Handlers/Admin/ReportsHandler.php,handler,routed admin reports stub
classes/Http/Handlers/Staffpanel/IndexHandler.php,handler,routed staffpanel index through pipeline
public/index.php,wired_route,front controller routing expanded batch (offset=10)
public/index.php,wired_route,front controller registering initial routes
public/coins.php,wired_route,guarded legacy entry to route dispatcher
public/credits.php,wired_route,guarded legacy entry to route dispatcher
public/friends.php,wired_route,guarded legacy entry to route dispatcher
public/gift.php,wired_route,guarded legacy entry to route dispatcher
public/invite.php,wired_route,guarded legacy entry to route dispatcher
public/messages.php,wired_route,guarded legacy entry to route dispatcher
public/reputation.php,wired_route,guarded legacy entry to route dispatcher
public/staffpanel.php,wired_route,guarded staffpanel entry to router
admin/namechanger.php,wired_route,guarded admin stub to router
admin/reports.php,wired_route,guarded admin stub to router
staffpanel/index.php,wired_route,guarded staffpanel index to router
classes/Http/Handlers/Admin/WarnHandler.php,handler,routed admin warn stub via front controller
classes/Http/Handlers/Admin/ClassPromoHandler.php,handler,routed admin class promo stub via front controller
classes/Http/Handlers/Admin/SitelogHandler.php,handler,routed admin sitelog stub via front controller
classes/Http/Handlers/Admin/CommentsHandler.php,handler,routed admin comments stub via front controller
classes/Http/Handlers/Admin/ReputationAdHandler.php,handler,routed admin reputation stub via front controller
classes/Http/Handlers/Admin/ShitListHandler.php,handler,routed admin shit list stub via front controller
classes/Http/Handlers/Admin/SystemViewHandler.php,handler,routed admin system view stub via front controller
classes/Http/Handlers/PublicSite/CommentHandler.php,handler,routed public comment stub via front controller
admin/warn.php,wired_route,guarded legacy admin warn entry to router
admin/class_promo.php,wired_route,guarded admin class promo entry to router
admin/sitelog.php,wired_route,guarded admin sitelog entry to router
admin/comments.php,wired_route,guarded admin comments entry to router
admin/reputation_ad.php,wired_route,guarded admin reputation entry to router
admin/shit_list.php,wired_route,guarded admin shit list entry to router
admin/system_view.php,wired_route,guarded admin system view entry to router
public/comment.php,wired_route,guarded public comment entry to router
